cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
948,Source1,5555,111,11117,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2248
948,Source1,5555,111,11117,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2249
949,Source1,5555,111,11117,Application,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,2250
949,Source1,5555,111,11117,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,2251
950,Source1,5555,111,11117,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,2252
951,Source1,5555,111,11117,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,2253
952,Source1,5555,111,11118,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2254
952,Source1,5555,111,11118,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,2255
952,Source1,5555,111,11118,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,2256
952,Source1,5555,111,11118,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2257
952,Source1,5555,111,11118,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2258
953,Source1,5555,111,11118,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,2259
954,Source1,5555,111,11118,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2260
955,Source1,5555,111,11118,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2261
955,Source1,5555,111,11118,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2262
955,Source1,5555,111,11118,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2263
956,Source1,5555,111,11119,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2264
956,Source1,5555,111,11119,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2265
956,Source1,5555,111,11119,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2266
957,Source1,5555,111,11119,Application,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2267
957,Source1,5555,111,11119,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2268
958,Source1,5555,111,11119,Application,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2269
958,Source1,5555,111,11119,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2270
958,Source1,5555,111,11119,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2271
959,Source1,5555,111,11120,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2272
959,Source1,5555,111,11120,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2273
960,Source1,5555,111,11120,Application,2013-06-01,2013-06-01,2014-12-01,18,2013-06-01,2013-06-01,2014-12-01,2274
960,Source1,5555,111,11120,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2275
960,Source1,5555,111,11120,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,2276
961,Source1,5555,111,11120,Application,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2277
962,Source1,5555,111,11120,Application,2019-12-01,2019-12-01,2021-06-01,18,2019-12-01,2019-12-01,2021-06-01,2278
962,Source1,5555,111,11120,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2279
963,Source1,5555,111,11121,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2280
963,Source1,5555,111,11121,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,2281
964,Source1,5555,111,11121,Application,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,2282
964,Source1,5555,111,11121,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2283
964,Source1,5555,111,11121,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2284
964,Source1,5555,111,11121,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2285
965,Source1,5555,111,11121,Application,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,2286
965,Source1,5555,111,11121,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2287
965,Source1,5555,111,11121,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2288
966,Source1,5555,111,11122,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2289
966,Source1,5555,111,11122,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2290
966,Source1,5555,111,11122,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2291
967,Source1,5555,111,11122,Application,2014-12-01,2014-12-01,2017-12-01,36,2014-12-01,2014-12-01,2017-12-01,2292
968,Source1,5555,111,11122,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,2293
969,Source1,5555,111,11122,Application,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2294
969,Source1,5555,111,11122,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2295
970,Source1,5555,111,11123,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2296
970,Source1,5555,111,11123,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,2297
971,Source1,5555,111,11123,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,2298
971,Source1,5555,111,11123,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2299
972,Source1,5555,111,11123,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2300
973,Source1,5555,111,11124,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2301
973,Source1,5555,111,11124,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,2302
974,Source1,5555,111,11124,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2303
975,Source1,5555,111,11124,Application,2014-06-01,2014-06-01,2015-12-01,18,2014-06-01,2014-06-01,2015-12-01,2304
975,Source1,5555,111,11124,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2305
975,Source1,5555,111,11124,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,2306
975,Source1,5555,111,11124,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2307
976,Source1,5555,111,11124,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2308
977,Source1,5555,111,11125,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2309
977,Source1,5555,111,11125,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2310
977,Source1,5555,111,11125,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2311
978,Source1,5555,111,11125,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2312
979,Source1,5555,111,11125,Application,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2313
979,Source1,5555,111,11125,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,2314
980,Source1,5555,111,11125,Application,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2315
980,Source1,5555,111,11125,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2316
981,Source1,5555,111,11125,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2317
982,Source1,5555,111,11126,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2318
983,Source1,5555,111,11126,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2319
983,Source1,5555,111,11126,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,2320
983,Source1,5555,111,11126,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,2321
983,Source1,5555,111,11126,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,2322
983,Source1,5555,111,11126,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2323
984,Source1,5555,111,11126,Application,2017-12-01,2017-12-01,2020-12-01,36,2017-12-01,2017-12-01,2020-12-01,2324
985,Source1,5555,111,11126,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2325
986,Source1,5555,111,11127,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2326
987,Source1,5555,111,11127,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,2327
988,Source1,5555,111,11127,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,2328
988,Source1,5555,111,11127,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2329
988,Source1,5555,111,11127,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2330
988,Source1,5555,111,11127,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2331
989,Source1,5555,111,11128,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2332
990,Source1,5555,111,11128,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2333
990,Source1,5555,111,11128,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2334
990,Source1,5555,111,11128,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,2335
990,Source1,5555,111,11128,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2336
990,Source1,5555,111,11128,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2337
990,Source1,5555,111,11128,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2338
991,Source1,5555,111,11129,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2339
991,Source1,5555,111,11129,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,2340
991,Source1,5555,111,11129,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,2341
991,Source1,5555,111,11129,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2342
992,Source1,5555,111,11129,Application,2015-06-01,2015-06-01,2016-12-01,18,2015-06-01,2015-06-01,2016-12-01,2343
993,Source1,5555,111,11129,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2344
993,Source1,5555,111,11129,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2345
993,Source1,5555,111,11129,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2346
993,Source1,5555,111,11129,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2347
994,Source1,5555,111,11130,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2348
995,Source1,5555,111,11130,Application,2011-12-01,2011-12-01,2013-06-01,18,2011-12-01,2011-12-01,2013-06-01,2349
995,Source1,5555,111,11130,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,2350
995,Source1,5555,111,11130,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2351
995,Source1,5555,111,11130,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2352
996,Source1,5555,111,11130,Application,2019-06-01,2019-06-01,2020-12-01,18,2019-06-01,2019-06-01,2020-12-01,2353
996,Source1,5555,111,11130,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2354
997,Source1,5555,111,11131,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2355
997,Source1,5555,111,11131,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,2356
997,Source1,5555,111,11131,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2357
998,Source1,5555,111,11131,Application,2014-06-01,2014-06-01,2017-06-01,36,2014-06-01,2014-06-01,2017-06-01,2358
998,Source1,5555,111,11131,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,2359
999,Source1,5555,111,11131,Application,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2360
999,Source1,5555,111,11131,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2361
999,Source1,5555,111,11131,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2362
1000,Source1,5555,111,11132,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2363
1001,Source1,5555,111,11132,Application,2013-06-01,2013-06-01,2014-12-01,18,2013-06-01,2013-06-01,2014-12-01,2364
1001,Source1,5555,111,11132,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2365
1002,Source1,5555,111,11132,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2366
1002,Source1,5555,111,11132,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,2367
1002,Source1,5555,111,11132,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2368
1002,Source1,5555,111,11132,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,2369
1003,Source1,5555,111,11132,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2370
1004,Source1,5555,111,11133,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2371
1004,Source1,5555,111,11133,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2372
1004,Source1,5555,111,11133,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2373
1004,Source1,5555,111,11133,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,2374
1004,Source1,5555,111,11133,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,2375
1005,Source1,5555,111,11133,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2376
1006,Source1,5555,111,11134,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2377
1006,Source1,5555,111,11134,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,2378
1006,Source1,5555,111,11134,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2379
1006,Source1,5555,111,11134,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2380
1006,Source1,5555,111,11134,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2381
1007,Source1,5555,111,11134,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,2382
1007,Source1,5555,111,11134,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2383
1008,Source1,5555,111,11134,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2384
1009,Source1,5555,111,11135,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2385
1010,Source1,5555,111,11135,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2386
1010,Source1,5555,111,11135,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,2387
1011,Source1,5555,111,11135,Application,2013-12-01,2013-12-01,2016-12-01,36,2013-12-01,2013-12-01,2016-12-01,2388
1012,Source1,5555,111,11135,Application,2016-12-01,2016-12-01,2019-12-01,36,2016-12-01,2016-12-01,2019-12-01,2389
1012,Source1,5555,111,11135,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,2390
1013,Source1,5555,111,11135,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2391
1014,Source1,5555,111,11136,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,2392
1014,Source1,5555,111,11136,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,2393
1014,Source1,5555,111,11136,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,2394
1014,Source1,5555,111,11136,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2395
1014,Source1,5555,111,11136,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2396
1014,Source1,5555,111,11136,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2397
1014,Source1,5555,111,11136,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,2398
1015,Source1,5555,111,11137,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2399
1015,Source1,5555,111,11137,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,2400
1015,Source1,5555,111,11137,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,2401
1015,Source1,5555,111,11137,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2402
1016,Source1,5555,111,11137,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2403
1016,Source1,5555,111,11137,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,2404
1016,Source1,5555,111,11137,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2405
1017,Source1,5555,111,11138,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2406
1017,Source1,5555,111,11138,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2407
1018,Source1,5555,111,11138,Application,2012-12-01,2012-12-01,2014-06-01,18,2012-12-01,2012-12-01,2014-06-01,2408
1019,Source1,5555,111,11138,Application,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2409
1019,Source1,5555,111,11138,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2410
1019,Source1,5555,111,11138,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2411
1020,Source1,5555,111,11138,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2412
1020,Source1,5555,111,11138,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,2413
1020,Source1,5555,111,11138,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,2414
1021,Source1,5555,111,11139,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,2415
1021,Source1,5555,111,11139,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,2416
1021,Source1,5555,111,11139,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,2417
1021,Source1,5555,111,11139,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,2418
1022,Source1,5555,111,11139,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,2419
1022,Source1,5555,111,11139,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,2420
1022,Source1,5555,111,11139,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,2421
1023,Source1,5555,111,11139,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2422
1024,Source1,5555,111,11140,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,2423
1025,Source1,5555,111,11140,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,2424
1025,Source1,5555,111,11140,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,2425
1025,Source1,5555,111,11140,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,2426
1026,Source1,5555,111,11140,Application,2015-12-01,2015-12-01,2018-12-01,36,2015-12-01,2015-12-01,2018-12-01,2427
1026,Source1,5555,111,11140,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,2428
1026,Source1,5555,111,11140,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,2429
1027,Source1,5555,111,11141,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2430
1028,Source1,5555,111,11141,Application,2012-06-01,2012-06-01,2015-06-01,36,2012-06-01,2012-06-01,2015-06-01,2431
1029,Source1,5555,111,11141,Application,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,2432
1029,Source1,5555,111,11141,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,2433
1029,Source1,5555,111,11141,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2434
1030,Source1,5555,111,11141,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,2435
1031,Source1,5555,111,11141,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,2436
1032,Source1,5555,111,11142,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,2437
1032,Source1,5555,111,11142,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,2438
1032,Source1,5555,111,11142,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,2439
1032,Source1,5555,111,11142,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,2440
1032,Source1,5555,111,11142,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,2441
1032,Source1,5555,111,11142,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,2442
1032,Source1,5555,111,11142,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,2443
1033,Source1,5555,111,11142,Application,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,2444
